Site,Site Type,Latitude,Longitude,Emirate,Authority,Pollutant
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,O3
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,PM10
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,PM2.5
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,Lower Ambient Temperature
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,RelativeHumidity
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,Wind Direction
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,Wind Speed
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,H2S
Habshan,Rural Industrial site downwind of industrial area.,23.750404,53.74529,Abu Dhabi,EAD,Noise
E11 Road,NaN,24.035157,53.88531,Abu Dhabi,EAD,SO2
E11 Road,NaN,24.035157,53.88531,Abu Dhabi,EAD,NO2
E11 Road,NaN,24.035157,53.88531,Abu Dhabi,EAD,CO
E11 Road,NaN,24.035157,53.88531,Abu Dhabi,EAD,PM10
E11 Road,NaN,24.035157,53.88531,Abu Dhabi,EAD,PM2.5
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,SO2
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,NO2
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,O3
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,CO
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,PM10
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,PM2.5
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,Lower Ambient Temperature
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,RelativeHumidity
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,Wind Direction
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,Wind Speed
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,H2S
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,Toluene
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,O_Xylene
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,mp_xylene_
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,Benzene
Bain Al Jesrain,Urban background station with impact from both industry and traffic,24.403521,54.5161,Abu Dhabi,EAD,Noise
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,SO2
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,NO2
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,O3
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,PM10
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,PM2.5
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,Lower Ambient Temperature
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,RelativeHumidity
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,Wind Direction
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,Wind Speed
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,H2S
Khalifa City A,Suburban background station with new developments,24.419918,54.5782,Abu Dhabi,EAD,Noise
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,SO2
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,NO2
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,PM10
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,PM2.5
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,Lower Ambient Temperature
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,RelativeHumidity
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,Wind Direction
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,Wind Speed
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,H2S
Al Mafraq,Suburban Industrial area with sources to be identified,24.286284,54.588875,Abu Dhabi,EAD,Noise
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,SO2
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,NO2
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,O3
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,CO
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,PM10
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,PM2.5
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,Lower Ambient Temperature
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,RelativeHumidity
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,Wind Direction
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,Wind Speed
Sweihan,Suburban Background station to determine the incoming flux from Northern Emirates and Dubai.,24.46666,55.34288,Abu Dhabi,EAD,Noise
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,SO2
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,NO2
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,O3
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,PM10
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,PM2.5
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,Lower Ambient Temperature
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,RelativeHumidity
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,Wind Direction
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,Wind Speed
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,H2S
Al Tawia,"Suburban background station, Al Ain",24.259183,55.70487,Abu Dhabi,EAD,Noise
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,SO2
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,NO2
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,PM10
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,PM2.5
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,Lower Ambient Temperature
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,RelativeHumidity
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,Wind Direction
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,Wind Speed
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,H2S
Zakher,"Urban background station, Al Ain",24.163467,55.70211,Abu Dhabi,EAD,Noise
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,SO2
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,NO2
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,O3
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,CO
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,PM10
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,PM2.5
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,Lower Ambient Temperature
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,Upper Ambient Temperature
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,Barometric Pressure
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,RelativeHumidity
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,Wind Direction
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,Wind Speed
Al Qua'a,Regional Rural Background,23.531154,55.48596,Abu Dhabi,EAD,Noise
